longitude,latitude,housing_age,total_rooms,total_bedrooms,population,families,average_income,ocean_proximity,house_value
-117.09,32.79,36,1529,266.0,683,260,4.0982,NEAR OCEAN,171200
-117.09,32.79,36,1936,345.0,861,343,3.8333,NEAR OCEAN,170000
-117.09,32.79,31,2019,417.0,872,386,3.1964,NEAR OCEAN,177700
-117.09,32.78,28,1708,393.0,816,393,2.9881,NEAR OCEAN,165300
-117.07,32.79,36,3583,642.0,1711,602,3.9745,NEAR OCEAN,170800
-117.05,32.59,26,1919,345.0,1326,341,4.2679,NEAR OCEAN,131900
-117.06,32.59,13,3920,775.0,2814,760,4.0616,NEAR OCEAN,148800
-117.05,32.58,22,2101,399.0,1551,371,4.1518,NEAR OCEAN,136900
-117.06,32.58,17,2724,567.0,2213,554,3.8529,NEAR OCEAN,147700
-117.06,32.58,13,3435,708.0,1761,699,3.4792,NEAR OCEAN,107600
-117.06,32.58,11,2879,679.0,2098,673,3.5125,NEAR OCEAN,142400
-117.06,32.57,16,1269,282.0,1609,298,2.6985,NEAR OCEAN,156500
-117.04,32.58,14,2355,406.0,1883,401,5.0311,NEAR OCEAN,152100
-117.04,32.58,20,2029,357.0,1497,353,4.0089,NEAR OCEAN,132100
-117.05,32.58,23,1918,339.0,1392,340,4.087,NEAR OCEAN,134800
-117.05,32.58,25,2185,370.0,1558,369,5.3072,NEAR OCEAN,132700
-117.05,32.57,22,2857,516.0,2412,496,4.7337,NEAR OCEAN,127600
-117.06,32.57,25,1268,282.0,991,299,3.0284,NEAR OCEAN,123600
-117.06,32.57,17,2252,378.0,1776,365,4.6364,NEAR OCEAN,141100
-117.05,32.57,13,2880,576.0,2450,567,3.1696,NEAR OCEAN,138000
-117.05,32.56,18,1215,320.0,1195,349,1.9875,NEAR OCEAN,114900
-117.05,32.56,17,985,233.0,811,223,2.875,NEAR OCEAN,134500
-117.06,32.57,18,1384,311.0,1429,287,1.3362,NEAR OCEAN,95000
-116.97,32.56,23,1262,294.0,5176,275,2.5625,NEAR OCEAN,153300
-117.04,32.55,15,2206,648.0,2511,648,1.6348,NEAR OCEAN,93200
-117.05,32.56,22,2172,563.0,2049,524,2.0159,NEAR OCEAN,139300
-117.06,32.56,17,2803,683.0,2768,676,1.7958,NEAR OCEAN,140400
-117.06,32.56,5,2706,925.0,3148,855,1.7301,NEAR OCEAN,125000
-117.06,32.55,5,3223,940.0,3284,854,1.4384,NEAR OCEAN,108800
-117.04,32.54,7,938,297.0,1187,282,1.2667,NEAR OCEAN,67500
-117.1,32.59,21,2350,667.0,1621,613,2.0734,NEAR OCEAN,87500
-117.1,32.58,23,1662,377.0,1318,386,2.3,NEAR OCEAN,120800
-117.1,32.58,17,2046,559.0,1585,530,2.25,NEAR OCEAN,132800
-117.1,32.58,33,393,76.0,330,80,4.1029,NEAR OCEAN,122700
-117.1,32.58,29,1061,202.0,759,206,4.8646,NEAR OCEAN,136800
-117.1,32.57,26,2343,371.0,1221,372,4.3601,NEAR OCEAN,144900
-117.1,32.56,16,2687,501.0,1502,480,3.75,NEAR OCEAN,146800
-117.07,32.57,17,2961,634.0,1911,615,2.5859,NEAR OCEAN,131400
-117.08,32.57,18,2203,544.0,1943,497,2.25,NEAR OCEAN,103200
-117.07,32.57,14,1527,357.0,1224,363,2.7361,NEAR OCEAN,93600
-117.07,32.56,9,3648,895.0,3293,840,3.0992,NEAR OCEAN,142600
-117.08,32.59,8,2888,662.0,2441,683,2.7048,NEAR OCEAN,153000
-117.08,32.58,15,1462,274.0,1002,271,3.9698,NEAR OCEAN,142700
-117.08,32.58,22,2128,477.0,1420,450,3.2687,NEAR OCEAN,131000
-117.07,32.58,25,1607,280.0,899,260,3.8194,NEAR OCEAN,134400
-117.09,32.58,12,2565,567.0,1785,545,3.0273,NEAR OCEAN,135300
-117.08,32.57,9,6298,1512.0,4451,1456,2.569,NEAR OCEAN,88300
-117.09,32.57,23,1817,323.0,1371,327,3.6736,NEAR OCEAN,139500
-117.09,32.57,10,2198,368.0,1645,350,4.5547,NEAR OCEAN,160700
-117.09,32.57,17,444,83.0,357,87,5.1478,NEAR OCEAN,138900
-117.09,32.56,8,864,156.0,626,172,4.8984,NEAR OCEAN,151500
-117.09,32.55,8,6533,1217.0,4797,1177,3.9583,NEAR OCEAN,144400
-117.12,32.58,34,2003,466.0,1226,443,3.0613,NEAR OCEAN,136700
-117.12,32.57,21,1738,295.0,983,298,4.8274,NEAR OCEAN,174100
-117.13,32.58,27,2511,615.0,1427,576,3.1645,NEAR OCEAN,156000
-117.13,32.58,32,1870,437.0,1142,426,2.3194,NEAR OCEAN,159400
-117.13,32.58,27,1417,373.0,814,348,2.3603,NEAR OCEAN,195300
-117.11,32.58,28,1869,407.0,1074,344,2.5988,NEAR OCEAN,135600
-117.11,32.57,32,2723,586.0,1702,562,3.3371,NEAR OCEAN,140500
-117.12,32.57,35,1450,256.0,930,286,2.6715,NEAR OCEAN,133300
-117.12,32.58,26,1360,309.0,869,328,3.0217,NEAR OCEAN,131600
-117.11,32.58,21,2894,685.0,2109,712,2.2755,NEAR OCEAN,125000
-117.1,32.58,27,2616,591.0,1889,577,2.3824,NEAR OCEAN,127600
-117.1,32.57,14,5058,1299.0,3662,1193,2.3253,NEAR OCEAN,133700
-117.11,32.59,17,2020,534.0,1529,500,2.1773,NEAR OCEAN,143200
-117.11,32.58,12,1086,294.0,870,290,2.4213,NEAR OCEAN,132500
-117.11,32.59,18,2329,580.0,1538,567,2.1179,NEAR OCEAN,153100
-117.12,32.59,28,2793,706.0,1825,676,2.6724,NEAR OCEAN,144500
-117.16,32.58,36,1940,399.0,1076,382,3.3906,NEAR OCEAN,147800
-117.17,32.63,26,1617,279.0,2745,250,3.5357,NEAR OCEAN,67500
-117.17,32.68,16,5895,1424.0,873,522,7.3669,NEAR OCEAN,187500
-117.11,32.68,36,26,14.0,58,23,1.9107,NEAR OCEAN,125000
-117.11,32.67,43,515,146.0,445,140,1.6094,NEAR OCEAN,93000
-117.11,32.67,46,928,236.0,790,235,1.6806,NEAR OCEAN,92500
-117.11,32.67,52,204,74.0,248,57,1.7961,NEAR OCEAN,47500
-117.12,32.66,52,16,4.0,8,3,1.125,NEAR OCEAN,60000
-117.11,32.67,52,280,71.0,217,71,1.4844,NEAR OCEAN,83300
-117.11,32.66,52,25,5.0,14,9,1.625,NEAR OCEAN,118800
-117.09,32.67,37,1157,332.0,983,306,2.0972,NEAR OCEAN,117000
-117.09,32.66,38,833,206.0,570,182,1.8333,NEAR OCEAN,127100
-117.09,32.66,37,1232,330.0,1086,330,1.6389,NEAR OCEAN,114300
-117.1,32.66,27,1782,560.0,1785,560,2.1542,NEAR OCEAN,106300
-117.1,32.67,26,2629,763.0,2721,767,2.0982,NEAR OCEAN,109100
-117.1,32.67,22,1690,541.0,1669,494,2.0213,NEAR OCEAN,110600
-117.09,32.68,30,2662,653.0,1997,605,2.8089,NEAR OCEAN,120600
-117.09,32.67,31,2051,549.0,1581,538,2.052,NEAR OCEAN,108900
-117.1,32.67,15,1635,553.0,1347,597,1.2745,NEAR OCEAN,92900
-117.1,32.68,20,1012,269.0,837,240,2.0488,NEAR OCEAN,88900
-117.1,32.69,29,4174,1195.0,3675,1124,1.8112,NEAR OCEAN,103600
-117.1,32.68,42,2013,568.0,1920,557,2.0724,NEAR OCEAN,107600
-117.1,32.68,47,771,224.0,637,212,2.0156,NEAR OCEAN,90300
-117.1,32.68,49,1412,350.0,1200,332,2.0398,NEAR OCEAN,93600
-117.1,32.68,47,1044,274.0,1003,280,1.7802,NEAR OCEAN,97800
-117.1,32.68,45,1183,289.0,900,266,2.4943,NEAR OCEAN,99600
-117.07,32.69,29,1429,293.0,1091,317,3.4609,NEAR OCEAN,118000
-117.08,32.69,31,2558,487.0,1938,492,3.4875,NEAR OCEAN,117000
-117.08,32.69,36,1571,284.0,1001,268,3.6875,NEAR OCEAN,111400
-117.09,32.69,34,1469,267.0,1031,267,3.4583,NEAR OCEAN,112700
-117.09,32.68,29,1792,449.0,1650,396,2.2201,NEAR OCEAN,100000
-117.07,32.69,28,1485,275.0,820,283,4.069,NEAR OCEAN,153300
-117.08,32.68,26,3071,615.0,2156,568,2.9318,NEAR OCEAN,112400
-117.08,32.68,19,3635,1078.0,3127,1098,1.324,NEAR OCEAN,122600
-117.09,32.68,20,2569,737.0,2341,705,2.0114,NEAR OCEAN,104900
-117.07,32.67,28,2758,623.0,2179,631,2.3814,NEAR OCEAN,112300
-117.08,32.67,31,3008,764.0,2088,757,2.5662,NEAR OCEAN,118200
-117.09,32.66,46,844,147.0,423,161,3.375,NEAR OCEAN,136300
-117.08,32.66,43,1004,236.0,839,235,2.81,NEAR OCEAN,103400
-117.07,32.67,35,3200,725.0,1723,610,1.8977,NEAR OCEAN,95600
-117.07,32.65,12,4131,891.0,2272,840,3.4701,NEAR OCEAN,204900
-117.07,32.64,32,5135,1025.0,2152,944,4.1325,NEAR OCEAN,172800
-117.08,32.64,43,1005,230.0,548,252,1.8672,NEAR OCEAN,145800
-117.08,32.65,17,2633,712.0,1487,694,2.5392,NEAR OCEAN,147000
-117.08,32.64,38,917,256.0,494,233,1.9241,NEAR OCEAN,150000
-117.08,32.64,11,1651,533.0,947,515,1.6806,NEAR OCEAN,141700
-117.09,32.65,20,1445,323.0,573,334,2.6189999999999998,NEAR OCEAN,145800
-117.09,32.65,25,3509,985.0,2359,899,2.6296,NEAR OCEAN,150000
-117.08,32.65,28,2296,603.0,1277,550,2.3562,NEAR OCEAN,123800
-117.09,32.64,38,2095,536.0,1240,550,2.7218,NEAR OCEAN,145900
-117.09,32.64,30,3171,862.0,2126,800,2.5069999999999997,NEAR OCEAN,142700
-117.1,32.64,29,1578,460.0,1236,461,2.5658,NEAR OCEAN,134700
-117.09,32.64,20,1999,651.0,1302,592,1.6321,NEAR OCEAN,57500
-117.09,32.64,19,2571,791.0,1205,783,1.62,NEAR OCEAN,131300
-117.09,32.63,27,2920,770.0,1935,746,2.4148,NEAR OCEAN,67500
-117.11,32.64,23,1619,447.0,1025,415,1.858,NEAR OCEAN,67500
-117.11,32.62,27,1846,509.0,1078,482,2.1719,NEAR OCEAN,131500
-117.09,32.62,37,1538,298.0,867,285,3.0729,NEAR OCEAN,128700
-117.09,32.62,37,1925,428.0,1344,426,2.4866,NEAR OCEAN,129700
-117.09,32.62,34,1576,364.0,1153,381,2.1955,NEAR OCEAN,129700
-117.08,32.63,33,2891,793.0,1607,754,2.1281,NEAR OCEAN,139800
-117.09,32.64,24,3613,973.0,2002,931,1.9469999999999998,NEAR OCEAN,147500
-117.09,32.63,33,620,161.0,420,164,1.8417,NEAR OCEAN,150000
-117.07,32.64,38,1486,269.0,745,295,4.6477,NEAR OCEAN,150400
-117.07,32.63,37,2303,379.0,1026,357,3.455,NEAR OCEAN,156900
-117.07,32.64,30,2873,774.0,1593,731,2.24,NEAR OCEAN,129500
-117.06,32.63,37,1326,234.0,612,240,4.125,NEAR OCEAN,160200
-117.06,32.62,36,786,125.0,408,138,3.9167,NEAR OCEAN,189700
-117.07,32.63,40,1706,322.0,796,303,3.5583,NEAR OCEAN,154900
-117.07,32.63,37,2372,444.0,1056,419,3.7583,NEAR OCEAN,145500
-117.08,32.63,30,2504,559.0,1827,490,2.6146,NEAR OCEAN,159400
-117.08,32.63,28,2080,427.0,1266,434,2.2788,NEAR OCEAN,146300
-117.08,32.62,28,2468,506.0,1353,522,3.0771,NEAR OCEAN,158600
-117.08,32.62,36,1674,309.0,818,307,3.4773,NEAR OCEAN,150400
-117.09,32.61,23,1157,309.0,640,313,2.1548,NEAR OCEAN,118800
-117.09,32.61,21,1945,430.0,1335,419,3.6467,NEAR OCEAN,113000
-117.08,32.62,16,5192,1381.0,3261,1321,2.2685,NEAR OCEAN,151900
-117.08,32.61,27,2264,525.0,1485,468,3.3514,NEAR OCEAN,149100
-117.07,32.62,19,5016,1173.0,2750,1081,2.7838,NEAR OCEAN,155900
-117.06,32.61,34,4325,1015.0,2609,979,2.8489,NEAR OCEAN,128300
-117.07,32.61,22,5016,1331.0,3222,1196,2.1441,NEAR OCEAN,135500
-117.07,32.6,18,2602,551.0,1042,550,1.9267,NEAR OCEAN,67500
-117.07,32.59,21,1779,466.0,1327,488,1.6007,NEAR OCEAN,96200
-117.08,32.59,30,144,52.0,220,48,2.3929,NEAR OCEAN,134400
-117.08,32.6,24,1901,490.0,1334,476,2.2544,NEAR OCEAN,121900
-117.07,32.61,10,1686,414.0,1000,391,2.1765,NEAR OCEAN,128400
-117.06,32.61,24,4369,1353.0,3123,1247,2.0571,NEAR OCEAN,152300
-117.06,32.61,23,1630,362.0,1267,418,2.5625,NEAR OCEAN,131100
-117.07,32.6,13,1607,435.0,983,400,2.2903,NEAR OCEAN,106300
-117.06,32.6,25,1075,238.0,434,234,1.7472,NEAR OCEAN,94600
-117.06,32.6,24,1088,268.0,1095,246,2.4191,NEAR OCEAN,107300
-117.06,32.6,33,905,205.0,989,222,2.7014,NEAR OCEAN,108200
-117.05,32.63,31,4911,861.0,2334,843,4.1958,NEAR OCEAN,160100
-117.05,32.62,34,3928,686.0,2315,681,4.2851,NEAR OCEAN,144500
-117.04,32.62,26,3620,607.0,2000,593,4.9962,NEAR OCEAN,156000
-117.05,32.61,31,4033,715.0,2585,715,3.5096,NEAR OCEAN,139900
-117.05,32.61,21,6034,1205.0,3795,1146,3.2633,NEAR OCEAN,129700
-117.05,32.61,26,1563,286.0,1145,313,3.8615,NEAR OCEAN,139300
-117.04,32.6,20,8052,1461.0,5094,1430,4.2241,NEAR OCEAN,139800
-117.04,32.6,18,4747,846.0,3002,872,3.9076,NEAR OCEAN,152900
-117.05,32.59,16,4683,929.0,3073,865,3.0495,NEAR OCEAN,98300
-117.04,32.63,26,2074,356.0,1228,335,4.1154,NEAR OCEAN,160200
-117.04,32.62,27,1710,282.0,1089,297,4.6793,NEAR OCEAN,151900
-117.03,32.61,23,1553,216.0,778,229,5.1538,NEAR OCEAN,171300
-117.03,32.61,22,1028,148.0,523,152,6.0086,NEAR OCEAN,166900
-117.03,32.6,26,1335,224.0,742,215,5.152,NEAR OCEAN,143400
-117.02,32.59,19,1902,335.0,1102,313,3.0365,NEAR OCEAN,98100
-116.98,32.62,6,7995,1458.0,4771,1376,4.7068,NEAR OCEAN,184300
-117.06,32.64,30,4494,667.0,1883,680,5.766,NEAR OCEAN,186100
-117.06,32.63,29,4168,742.0,2096,713,4.2204,NEAR OCEAN,169800
-116.98,32.68,22,2346,380.0,1217,382,5.5248,NEAR OCEAN,156300
-116.99,32.64,15,4331,699.0,2046,627,3.9519,NEAR OCEAN,193500
-117.0,32.64,11,3098,490.0,1391,484,4.9792,NEAR OCEAN,170400
-117.04,32.63,26,2756,422.0,1166,398,5.1354,NEAR OCEAN,181600
-117.01,32.73,22,2526,530.0,1556,529,2.8646,NEAR OCEAN,120800
-117.0,32.72,10,3817,943.0,2352,875,2.1362,NEAR OCEAN,143200
-117.01,32.72,12,2914,734.0,2104,703,2.3068,NEAR OCEAN,132300
-116.99,32.7,15,3660,622.0,2629,612,4.0444,NEAR OCEAN,150100
-117.0,32.7,23,2785,468.0,1456,449,4.3714,NEAR OCEAN,131000
-116.99,32.71,21,3049,582.0,2355,585,3.8904,NEAR OCEAN,113800
-117.0,32.71,22,2263,441.0,1395,416,3.725,NEAR OCEAN,123500
-117.01,32.71,20,3506,692.0,1977,668,2.9810000000000003,NEAR OCEAN,129100
-117.02,32.74,30,4205,772.0,2012,734,3.5,NEAR OCEAN,144700
-117.03,32.73,34,2061,,1169,400,3.5096,NEAR OCEAN,142000
-117.03,32.73,32,1750,333.0,997,335,3.4784,NEAR OCEAN,154400
-117.03,32.74,37,821,150.0,404,135,3.0125,NEAR OCEAN,130400
-117.02,32.73,22,5201,865.0,3280,817,4.7952,NEAR OCEAN,141400
-117.02,32.72,36,2030,369.0,1142,357,3.7763,NEAR OCEAN,126900
-117.03,32.73,38,3174,606.0,1557,619,3.5861,NEAR OCEAN,123600
-117.03,32.72,38,886,176.0,505,188,3.5938,NEAR OCEAN,125400
-117.03,32.72,37,2192,455.0,1515,446,3.0588,NEAR OCEAN,120600
-117.04,32.72,24,5474,955.0,3020,904,4.0813,NEAR OCEAN,137000
-117.04,32.73,36,2084,400.0,1097,398,3.2717,NEAR OCEAN,130700
-117.04,32.73,25,1375,267.0,1032,278,3.5492,NEAR OCEAN,125400
-117.05,32.72,35,3669,617.0,1694,585,3.9485,NEAR OCEAN,133900
-117.05,32.73,27,3184,588.0,1763,571,3.5529,NEAR OCEAN,133900
-117.03,32.74,35,1878,454.0,991,409,2.4345,NEAR OCEAN,129700
-117.04,32.74,33,3880,770.0,2288,805,3.6848,NEAR OCEAN,140700
-117.02,32.74,12,3301,963.0,2000,879,1.8594,NEAR OCEAN,119200
-117.04,32.74,5,2878,785.0,1727,758,1.7179,NEAR OCEAN,132000
-117.04,32.75,36,2297,418.0,1070,392,3.5192,NEAR OCEAN,144000
-117.05,32.75,29,2767,612.0,1437,587,2.8306,NEAR OCEAN,142900
-117.05,32.75,43,1718,344.0,826,336,2.7014,NEAR OCEAN,133700
-117.03,32.75,24,7879,1655.0,3898,1534,3.0897,NEAR OCEAN,187300
-117.04,32.76,43,3171,665.0,1534,625,3.141,NEAR OCEAN,141400
-117.05,32.76,37,4879,906.0,2076,871,3.6625,NEAR OCEAN,154800
-117.04,32.76,37,2979,557.0,1285,564,3.7368,NEAR OCEAN,152200
-117.24,33.05,15,3029,555.0,1559,546,5.3129,NEAR OCEAN,169200
-117.24,33.04,13,3498,663.0,1412,618,3.2119999999999997,NEAR OCEAN,147600
-117.27,33.03,16,2240,443.0,1104,416,3.5313,NEAR OCEAN,148700
-117.27,33.05,15,3333,808.0,1371,737,2.9083,NEAR OCEAN,122400
-117.29,33.13,4,617,105.0,224,105,3.9205,NEAR OCEAN,183000
-117.31,33.11,7,7974,1703.0,2904,1550,4.1282,NEAR OCEAN,188100
-117.29,33.12,4,1380,322.0,755,286,4.7961,NEAR OCEAN,168800
-117.35,33.17,16,4595,1341.0,2849,1197,2.478,NEAR OCEAN,185600
-117.34,33.16,24,1006,277.0,610,246,2.25,NEAR OCEAN,187500
-117.34,33.15,19,5710,1423.0,4163,1406,3.0306,NEAR OCEAN,178500
-117.35,33.16,10,1684,515.0,902,449,3.7891,NEAR OCEAN,206300
-117.36,33.18,26,5550,1153.0,2372,1058,2.5509,NEAR OCEAN,181800
-117.36,33.18,39,1546,291.0,833,308,2.8893,NEAR OCEAN,185400
-117.35,33.17,36,1977,423.0,812,387,3.625,NEAR OCEAN,198000
-117.37,33.19,23,4104,1274.0,4729,1187,1.8214,NEAR OCEAN,173800
-117.37,33.19,18,975,382.0,650,286,1.9562,NEAR OCEAN,192500
-117.37,33.19,38,861,213.0,486,204,4.1875,NEAR OCEAN,185000
-117.38,33.19,35,928,264.0,538,248,2.4583,NEAR OCEAN,197900
-117.38,33.2,17,1877,581.0,1288,426,1.9386,NEAR OCEAN,106300
-117.37,33.2,19,928,317.0,845,319,1.6318,NEAR OCEAN,187500
-117.38,33.19,17,353,112.0,359,118,1.5625,NEAR OCEAN,162500
-117.38,33.2,26,1427,386.0,974,317,1.3903,NEAR OCEAN,184400
-117.36,33.2,19,1926,557.0,1190,483,1.3269,NEAR OCEAN,166100
-117.36,33.2,19,2129,562.0,1323,525,2.9539,NEAR OCEAN,169900
-117.36,33.2,26,2447,482.0,1405,486,3.2917,NEAR OCEAN,150800
-117.35,33.2,23,3297,728.0,1793,622,2.5754,NEAR OCEAN,169700
-117.35,33.21,24,1586,262.0,912,298,4.25,NEAR OCEAN,150300
-117.34,33.21,23,2062,376.0,1302,379,4.0109,NEAR OCEAN,145700
-117.35,33.2,32,1251,220.0,700,232,3.9875,NEAR OCEAN,142900
-117.35,33.19,28,2823,476.0,1189,433,5.1733,NEAR OCEAN,198100
-117.33,33.19,15,3672,845.0,1827,796,2.9716,NEAR OCEAN,173600
-117.32,33.23,24,2580,604.0,982,569,1.6402,NEAR OCEAN,169300
-117.32,33.22,15,4784,1039.0,1810,986,2.4375,NEAR OCEAN,108900
-117.33,33.22,21,2868,602.0,855,559,2.7846,NEAR OCEAN,91200
-117.32,33.22,16,1057,232.0,316,221,2.7417,NEAR OCEAN,91700
-117.33,33.21,17,1246,300.0,424,288,2.2882,NEAR OCEAN,85800
-117.3,33.22,4,14960,2988.0,6666,2612,3.7568,NEAR OCEAN,184100
-117.29,33.2,16,2150,461.0,1428,407,2.4754,NEAR OCEAN,157300
-117.31,33.18,16,1835,430.0,599,399,2.0147,NEAR OCEAN,87700
-117.29,33.19,18,6235,1233.0,4127,1162,3.0704,NEAR OCEAN,151600
-117.28,33.2,20,4835,854.0,2983,834,4.3428,NEAR OCEAN,152100
-117.37,33.22,35,2204,482.0,1435,462,3.676,NEAR OCEAN,125600
-117.35,33.23,4,1837,287.0,934,277,3.8958,NEAR OCEAN,189800
-117.35,33.21,18,2971,606.0,2051,493,2.675,NEAR OCEAN,117100
-117.38,33.21,31,1502,367.0,1514,342,2.6442,NEAR OCEAN,103300
-117.37,33.2,29,1315,311.0,1425,306,2.0272,NEAR OCEAN,99600
-117.34,33.23,11,3737,757.0,2212,727,3.1062,NEAR OCEAN,141000
-117.33,33.23,15,2919,592.0,1130,579,2.5872,NEAR OCEAN,155600
-117.33,33.23,15,1905,416.0,1258,388,3.33,NEAR OCEAN,127900
-117.33,33.24,13,4543,881.0,2298,870,2.9386,NEAR OCEAN,143400
-117.28,33.2,11,1472,261.0,1012,285,4.21,NEAR OCEAN,175600
-117.27,33.19,8,973,289.0,663,209,2.7239999999999998,NEAR OCEAN,139300
-117.28,33.19,5,2697,639.0,1633,580,3.4456,NEAR OCEAN,165800
-117.26,33.19,2,2629,509.0,1044,522,4.2361,NEAR OCEAN,158500
-117.3,33.17,6,7880,1533.0,3760,1460,4.1807,NEAR OCEAN,182600
-117.29,33.18,15,3780,792.0,1632,721,2.7644,NEAR OCEAN,111400
-117.29,33.18,17,821,176.0,436,168,3.1667,NEAR OCEAN,160600
-117.28,33.18,16,3002,591.0,842,538,2.1205,NEAR OCEAN,157300
-117.28,33.18,14,676,118.0,384,126,6.2096,NEAR OCEAN,178100
-117.29,33.15,11,2560,445.0,952,448,4.0625,NEAR OCEAN,87500
-117.21,33.13,15,1889,368.0,754,409,2.2278,NEAR OCEAN,132800
-117.21,33.13,19,3068,596.0,912,554,3.775,NEAR OCEAN,168000
-117.25,33.1,14,3676,720.0,1176,614,3.9464,NEAR OCEAN,171900
-122.48,37.72,45,1405,338.0,733,342,4.1116,NEAR OCEAN,187500
-122.48,37.72,46,2403,638.0,1281,603,3.2321,NEAR OCEAN,112500
-120.85,35.38,27,3493,909.0,1481,666,2.3075,NEAR OCEAN,184200
-120.86,35.39,23,1664,355.0,629,279,2.7344,NEAR OCEAN,188300
-120.86,35.4,21,2787,641.0,1106,501,2.7043,NEAR OCEAN,186200
-120.84,35.37,34,3279,714.0,1397,646,2.5552,NEAR OCEAN,200000
-120.83,35.33,14,4155,787.0,2112,755,4.4766,NEAR OCEAN,192700
-120.83,35.32,11,3252,701.0,1814,660,3.2226,NEAR OCEAN,183200
-120.84,35.32,15,2419,538.0,1279,522,3.4762,NEAR OCEAN,189600
-120.84,35.32,17,4197,802.0,1656,732,3.5260000000000002,NEAR OCEAN,183900
-120.84,35.31,23,3100,603.0,1515,609,2.8493,NEAR OCEAN,196100
-121.1,35.6,20,3389,704.0,1309,520,3.2112,NEAR OCEAN,204500
-120.66,35.29,16,2272,629.0,1689,649,1.7031,NEAR OCEAN,195000
-120.65,35.28,32,896,240.0,548,231,2.5455,NEAR OCEAN,165900
-120.66,35.28,46,2054,502.0,1170,494,2.1786,NEAR OCEAN,206300
-120.66,35.27,46,2217,544.0,1107,527,2.8009,NEAR OCEAN,192600
-120.66,35.27,33,1664,455.0,1077,461,1.6875,NEAR OCEAN,174200
-120.69,35.34,16,164,30.0,542,32,1.6563,NEAR OCEAN,42500
-122.45,37.69,17,2359,501.0,884,504,3.0625,NEAR OCEAN,87500
-122.46,37.67,16,3372,1101.0,2049,1021,4.1303,NEAR OCEAN,146500
-122.42,37.61,17,1040,432.0,669,405,4.1513,NEAR OCEAN,137500
-122.43,37.63,15,2748,997.0,1447,901,3.5214,NEAR OCEAN,144200
-122.21,37.47,33,1266,415.0,1991,334,2.92,NEAR OCEAN,202800
-122.22,37.47,35,367,113.0,398,109,2.5,NEAR OCEAN,166700
-120.09,34.61,11,586,125.0,317,74,2.8906,NEAR OCEAN,84400
-120.45,34.86,23,3415,778.0,1492,633,2.2791,NEAR OCEAN,114800
-120.57,34.96,27,1401,294.0,1306,286,2.5809,NEAR OCEAN,83200
-120.57,34.96,38,1145,297.0,1107,296,2.1776,NEAR OCEAN,89100
-120.64,34.97,5,2090,469.0,1911,482,2.4318,NEAR OCEAN,86100
-120.6,34.91,44,711,140.0,384,116,2.1094,NEAR OCEAN,73800
-120.59,34.7,29,17738,3114.0,12427,2826,2.7377,NEAR OCEAN,28300
-120.48,34.7,26,3069,518.0,1524,539,4.3162,NEAR OCEAN,136400
-120.46,34.64,11,562,164.0,504,147,2.0161,NEAR OCEAN,118800
-120.46,34.65,22,1298,358.0,1272,363,1.6488,NEAR OCEAN,117500
-120.46,34.64,26,2364,604.0,1520,529,1.9444,NEAR OCEAN,129400
-120.47,34.64,8,2482,586.0,1427,540,3.071,NEAR OCEAN,120400
-120.47,34.65,31,1438,320.0,816,270,2.4583,NEAR OCEAN,128100
-120.46,34.64,16,686,217.0,614,200,0.8106,NEAR OCEAN,83300
-120.44,34.64,8,787,126.0,446,133,4.6023,NEAR OCEAN,163400
-120.45,34.64,30,2330,422.0,1255,449,3.8512,NEAR OCEAN,134600
-120.45,34.64,27,2696,622.0,1322,543,3.0352,NEAR OCEAN,135400
-120.45,34.64,40,1051,235.0,574,201,2.0865,NEAR OCEAN,111500
-120.46,34.65,10,2143,593.0,1167,548,2.0819,NEAR OCEAN,103300
-120.46,34.65,14,885,223.0,533,224,2.5966,NEAR OCEAN,109300
-120.47,34.65,32,2193,430.0,1074,377,2.3333,NEAR OCEAN,130200
-120.47,34.65,16,2549,428.0,1486,432,4.2875,NEAR OCEAN,150700
-120.45,34.65,27,2253,382.0,1197,384,3.3203,NEAR OCEAN,134700
-120.44,34.65,30,2265,512.0,1402,471,1.975,NEAR OCEAN,134000
-120.45,34.65,27,2215,578.0,1544,527,1.9257,NEAR OCEAN,135300
-120.45,34.65,21,1182,243.0,733,251,3.1442,NEAR OCEAN,131600
-120.45,34.65,25,980,276.0,896,245,2.0,NEAR OCEAN,87500
-120.46,34.63,48,1408,301.0,682,279,2.9271,NEAR OCEAN,146600
-120.46,34.64,37,1697,334.0,740,272,2.3804,NEAR OCEAN,148000
-120.47,34.64,16,1912,406.0,1009,417,3.4063,NEAR OCEAN,138000
-120.45,34.64,17,1226,277.0,484,224,3.2167,NEAR OCEAN,112500
-120.45,34.64,34,2571,499.0,1105,451,3.7778,NEAR OCEAN,150000
-120.45,34.63,32,1840,309.0,828,333,4.5486,NEAR OCEAN,172400
-120.44,34.66,22,3231,549.0,1739,581,4.5417,NEAR OCEAN,142400
-120.45,34.66,7,3329,504.0,1462,452,4.7875,NEAR OCEAN,198300
-120.46,34.66,5,2904,702.0,1302,618,3.0081,NEAR OCEAN,135200
-120.47,34.66,4,3376,525.0,1684,535,4.9237,NEAR OCEAN,166600
-120.48,34.66,4,1897,331.0,915,336,4.1563,NEAR OCEAN,172600
-120.48,34.65,26,1933,316.0,1001,319,4.4628,NEAR OCEAN,134400
-120.45,34.63,25,2445,368.0,983,363,4.9286,NEAR OCEAN,180100
-120.47,34.63,23,2441,463.0,1392,434,3.7917,NEAR OCEAN,142200
