longitude,latitude,total_rooms,house_value
-117.42,33.93,2885,125600
-117.41,33.94,4179,118500
-117.42,33.94,2420,113500
-117.42,33.94,1764,113900
-117.43,33.95,2284,104500
-117.43,33.93,2386,113300
-117.43,33.93,4836,129300
-117.43,33.93,1273,109400
-117.44,33.93,1577,116000
-117.45,33.94,3539,103700
-117.44,33.94,2349,114100
-117.44,33.94,2992,126900
-117.44,33.94,1814,118700
-117.44,33.93,1371,129900
-117.45,33.93,5998,113900
-117.44,33.92,2433,110800
-117.45,33.91,2320,121400
-117.45,33.92,2552,113300
-117.39,33.92,2886,113700
-117.4,33.9,1263,314100
-117.44,33.9,4487,148700
-117.43,33.91,14281,138000
-117.42,33.89,80,193800
-117.4,34.01,1858,87800
-117.41,34.01,1231,92000
-117.43,34.02,3084,97800
-117.42,34.02,5455,162800
-117.4,34.0,2316,86800
-117.4,34.0,1192,76200
-117.41,34.0,2228,83400
-117.43,33.98,2634,152200
-117.42,33.98,10072,119500
-117.45,34.01,3042,95200
-117.43,34.01,2101,98300
-117.41,34.0,2372,88600
-117.42,34.0,1617,96600
-117.43,33.99,3307,116900
-117.44,33.99,9966,171300
-117.5,34.0,1929,128500
-117.49,33.99,2050,116400
-117.48,33.98,2451,115000
-117.49,33.98,2727,160600
-117.5,33.98,2394,138700
-117.47,33.98,12106,158100
-117.48,34.01,2000,121100
-117.49,34.02,2051,108200
-117.49,34.02,3736,142400
-117.51,34.02,7779,135300
-117.48,34.0,6751,145500
-117.51,34.0,3791,124700
-117.52,33.99,13562,182900
-117.53,33.97,1293,141000
-117.53,33.97,1430,141000
-117.51,33.97,352,137500
-117.53,34.02,256,375000
-117.6,33.94,2925,153100
-117.55,34.0,3583,75000
-117.53,33.94,5675,203200
-117.55,33.94,5398,163900
-117.56,33.94,266,164300
-117.56,33.94,575,257100
-117.57,33.93,1240,271900
-117.55,33.95,3196,229400
-117.59,33.91,10223,203400
-117.57,33.9,3797,137600
-117.56,33.89,693,191700
-117.55,33.89,2999,164800
-117.52,33.89,17978,220800
-117.6,33.91,1864,251000
-117.55,33.93,5187,154300
-117.55,33.92,2807,163300
-117.55,33.9,1839,198800
-117.53,33.92,2290,233500
-117.58,33.92,4157,246400
-117.57,33.91,2620,214600
-117.59,33.93,338,244200
-117.5,33.93,4741,135600
-117.49,33.91,5364,139100
-117.5,33.92,2529,115600
-117.5,33.92,2101,146800
-117.51,33.95,9016,169100
-117.46,33.95,1565,99600
-117.47,33.95,6248,124600
-117.5,33.96,7923,139200
-117.5,33.95,932,143400
-117.46,33.94,2481,85800
-117.47,33.94,559,88500
-117.48,33.94,1891,112900
-117.48,33.94,1625,117300
-117.49,33.94,2787,127100
-117.46,33.93,4112,114700
-117.46,33.93,4780,132800
-117.46,33.92,713,121100
-117.47,33.93,919,110500
-117.47,33.94,2086,105600
-117.46,33.94,1566,105400
-117.48,33.93,2191,122000
-117.47,33.92,3869,126100
-117.49,33.93,2970,124600
-117.47,33.91,3491,127300
-117.46,33.9,9738,144800
-117.48,33.89,10395,149900
-117.49,33.9,10235,159100
-117.48,33.91,3611,141100
-117.44,33.88,2589,334100
-117.51,33.89,5418,158000
-117.51,33.88,3044,123800
-117.52,33.88,722,102500
-117.53,33.88,2855,91000
-117.5,33.87,6755,239800
-117.56,33.88,838,96200
-117.58,33.89,1731,107900
-117.55,33.88,2472,108800
-117.57,33.87,2076,138200
-117.56,33.88,1196,113000
-117.57,33.88,1755,119400
-117.57,33.88,679,110600
-117.58,33.87,765,113500
-117.59,33.88,3586,117000
-117.59,33.88,3239,107000
-117.58,33.88,1739,116100
-117.57,33.87,621,122800
-117.57,33.87,1786,165000
-117.58,33.87,2772,163900
-117.58,33.87,701,144300
-117.58,33.87,1511,142100
-117.55,33.85,8207,195300
-117.56,33.83,895,339300
-117.58,33.85,16431,195100
-117.54,33.82,202,216700
-117.55,33.83,502,500001
-117.6,33.85,6538,221400
-117.56,33.86,6964,177100
-117.55,33.87,8136,137100
-117.64,33.88,8010,204800
-117.6,33.87,6450,150300
-117.6,33.86,2949,161000
-117.6,33.87,7626,138100
-117.64,33.87,17470,257900
-117.52,33.84,688,111000
-117.52,33.83,2397,189800
-117.53,33.83,2191,195600
-117.54,33.76,5846,160800
-117.52,33.82,3776,215000
-117.36,33.88,2857,189800
-117.33,33.9,12837,187800
-117.34,33.89,2678,211300
-117.38,33.89,3964,267900
-117.36,33.88,5600,240500
-117.26,33.86,1171,110000
-117.33,33.87,2300,161300
-117.3,33.85,3991,127900
-117.28,33.85,3498,118000
-117.43,33.81,4770,295200
-117.4,33.76,1954,249100
-117.4,33.85,7538,223600
-117.26,33.84,1159,123200
-117.32,33.87,826,173900
-117.28,33.89,6982,152700
-117.34,33.96,6437,184500
-117.32,33.96,3216,144500
-117.34,33.94,4589,236500
-117.34,33.94,7910,214500
-117.31,33.94,11232,216500
-117.33,33.98,1417,162500
-117.33,33.97,152,162500
-117.34,34.0,321,101600
-117.34,33.98,17286,103400
-117.32,33.99,5464,133500
-117.31,33.97,3420,140300
-117.29,33.97,18767,160600
-117.35,34.01,3707,95300
-117.34,34.02,2683,85400
-117.32,34.01,3021,129900
-117.24,33.95,6617,132600
-117.23,33.94,13195,142000
-117.25,33.95,13096,138700
-117.23,33.96,9179,163300
-117.21,33.95,8403,155500
-117.14,33.94,4873,223200
-117.21,33.97,18356,197700
-117.28,33.94,972,135700
-117.28,33.92,3623,86900
-117.27,33.92,8443,127200
-117.27,33.93,337,164800
-117.24,33.94,1569,113900
-117.24,33.93,7105,113200
-117.25,33.93,10110,137600
-117.25,33.92,9812,124600
-117.23,33.91,11654,127200
-117.23,33.89,11775,136600
-117.23,33.94,2405,114200
-117.22,33.93,5104,117000
-117.22,33.92,16884,130900
-117.21,33.93,10002,152600
-117.16,33.92,3236,143500
-117.22,33.9,8302,121500
-117.13,33.89,1611,244400
-117.19,33.9,21060,143000
-117.22,33.87,56,500001
-117.24,33.85,1031,136300
-117.17,33.83,77,187500
-117.2,33.83,1265,161300
-117.23,33.83,1424,100000
-117.21,33.82,4198,122100
-117.22,33.81,9911,113700
-117.21,33.71,8476,97900
-117.2,33.72,5528,110100
-117.2,33.72,5373,98600
-117.2,33.71,4210,83300
-117.2,33.7,6323,92400
-117.19,33.7,5783,83500
-117.19,33.69,6484,136400
-117.27,33.68,26322,228900
-117.25,33.7,5156,113400
-117.23,33.68,3659,125900
-117.22,33.66,1869,117200
-117.17,33.66,7401,177300
-117.07,33.67,939,145800
-117.11,33.83,2715,139600
-117.11,33.78,1914,161200
-117.08,33.82,1771,148200
-117.18,33.78,1697,169300
-117.11,33.75,4174,96100
-117.16,33.76,4934,155400
-117.22,33.74,1810,109200
-117.06,33.78,2813,145300
-117.14,33.81,4496,148800
-117.22,33.8,5284,126500
-117.09,33.71,1974,90500
-117.07,33.72,4928,112500
-117.11,33.74,4799,71300
-117.15,33.7,6305,111500
-117.16,33.73,2381,140700
-117.23,33.79,3318,89300
-117.23,33.78,3465,81500
-117.23,33.77,2108,83000
-117.29,33.83,4173,118300
-117.32,33.8,3196,173300
-117.26,33.81,4249,146500
-117.24,33.77,6907,104200
-117.31,33.75,3173,129200
-117.27,33.77,2876,101300
-117.29,33.72,2248,110000
-117.28,33.72,1161,114600
-117.39,33.69,6529,168700
-117.37,33.7,4345,123800
-117.34,33.71,2591,154300
-117.31,33.67,981,157400
-117.35,33.69,1229,111300
-117.33,33.67,4376,100600
-117.35,33.68,516,125000
-117.38,33.67,13288,131800
-117.38,33.67,10145,132600
-117.35,33.64,6859,109200
-117.29,33.63,16010,162200
-117.28,33.66,4573,163600
-117.43,33.55,446,465600
-117.36,33.6,4097,159300
-117.25,33.65,1652,155600
-117.19,33.64,1481,210700
-117.21,33.61,7722,150900
-117.2,33.58,30450,174300
-117.16,33.61,2744,215300
-117.12,33.61,2569,145600
-117.16,33.57,20391,187300
-117.16,33.54,4952,147500
-117.05,33.52,3471,347700
-116.96,33.52,2802,392100
-117.1,33.56,1868,307600
-117.02,33.6,1972,337200
-116.96,33.62,1003,221900
-117.22,33.48,1585,493300
-117.19,33.53,108,187500
-117.18,33.51,270,500001
-117.12,33.49,21988,191100
-117.12,33.52,30401,212300
-117.15,33.45,9089,174200
-116.99,33.46,1614,43000
-117.23,33.57,13724,183000
-117.27,33.55,6112,429000
-117.32,33.51,966,500001
-117.02,33.71,8278,134700
-116.91,33.71,6807,189700
-116.89,33.73,2094,201300
-116.95,33.68,1183,173900
-116.9,33.65,652,93800
-116.92,33.63,397,143800
-116.99,33.73,16148,97800
-116.9,33.74,2281,127900
-116.95,33.75,2238,85800
-116.95,33.75,4676,109500
-116.93,33.75,6027,121500
-116.93,33.74,3757,112800
-116.95,33.74,2233,89400
-116.96,33.73,4735,87000
-116.95,33.73,4587,94500
-116.95,33.74,1996,91200
-116.94,33.74,2901,118900
-116.94,33.73,5160,120000
-116.93,33.73,3603,132300
-116.96,33.75,3269,76300
-116.97,33.74,2712,86200
-116.97,33.75,3740,77500
-116.99,33.75,9601,77000
-116.98,33.74,4952,85700
-116.97,33.74,3674,76900
-116.96,33.74,3649,87600
-116.94,33.77,7240,137600
-117.01,33.75,2873,105100
-116.95,33.76,6890,95900
-116.98,33.77,5829,107900
-116.99,33.76,7626,69400
-117.0,33.74,5330,94400
-117.02,33.73,3700,112500
-116.99,33.77,10352,113100
-117.02,33.76,1317,120700
-116.98,33.83,2228,139300
-117.02,33.81,6317,108900
-116.95,33.79,10997,95300
-116.95,33.79,2399,77700
-116.96,33.79,2990,83000
-116.97,33.78,2680,74800
-116.95,33.78,3409,74000
-116.89,33.79,701,56700
-116.87,33.76,4116,130800
-116.88,33.74,3111,140000
-116.89,33.75,2719,81700
-116.91,33.75,10886,123400
-116.86,33.73,2604,170700
-117.04,34.0,3750,104900
-117.06,34.0,1575,94400
-117.04,34.0,4624,132100
-116.99,33.99,4227,195900
-117.01,33.97,4775,118800
-116.95,33.97,5320,116300
-116.97,33.96,5876,112100
-117.11,33.98,1254,149000
-117.02,33.95,1822,105200
-117.03,33.89,78,187500
-116.96,33.94,1999,81900
-116.99,33.92,503,147500
-116.86,33.97,658,58000
-116.79,33.99,319,90000
-116.77,33.92,2307,63000
-116.81,33.9,2009,81800
-116.89,33.86,6900,146300
-116.95,33.86,6,55000
-116.86,33.84,521,91100
-116.98,33.94,3459,89800
-116.98,33.93,2277,73200
-116.97,33.94,3197,91200
-116.97,33.93,2793,73200
-116.98,33.93,376,68300
-116.9,33.98,3915,98600
-116.93,33.93,7804,95600
-116.89,33.93,4549,72600
-116.88,33.93,1495,55000
-116.9,33.93,3183,71800
-116.91,34.0,553,193800
-116.87,33.94,4448,73400
-116.87,33.93,3141,54600
-116.87,33.91,1858,73100
-116.89,33.92,2653,81000
-116.75,33.83,5277,143400
-116.8,33.8,324,100000
-116.71,33.75,10665,150500
-116.68,33.71,3460,161100
-116.74,33.62,2385,214300
-116.8,33.52,830,163500
-116.89,33.48,1016,137500
-116.87,33.57,1153,128100
-116.72,33.56,3166,122900
-116.48,33.61,1294,115300
-116.57,33.64,489,345500
-116.76,33.46,1251,173400
-116.42,33.51,186,103100
-116.6,33.49,3730,113500
-116.69,33.5,1187,155700
-116.39,33.82,11115,74400
-116.71,33.94,549,66300
-116.51,33.89,1284,61000
-116.61,33.93,321,68100
-116.57,33.94,551,50000
-116.57,34.0,260,76600
-116.44,33.93,5293,88400
-116.36,33.88,12557,78500
-116.52,33.97,3921,89600
-116.51,33.96,4913,61100
-116.53,33.95,2990,68200
-116.5,33.95,7249,66600
-116.51,33.94,3369,66000
-116.48,33.96,1381,89400
-116.47,33.94,2233,85200
-116.48,33.94,3254,81000
-116.5,33.98,4332,146400
-116.51,33.84,980,100000
-116.63,33.89,1540,71000
-116.52,33.84,4465,130400
-116.54,33.87,3648,70400
-116.57,33.84,7962,230200
-116.53,33.85,10077,110900
-116.55,33.84,2992,500001
-116.53,33.84,8399,159000
-116.52,33.85,7559,112500
-116.5,33.82,343,87500
-116.49,33.82,3316,65900
-116.52,33.82,10227,145200
-116.54,33.82,9482,115600
-116.56,33.83,1765,321900
-116.48,33.8,3004,90000
-116.5,33.81,5032,94800
-116.52,33.81,12396,162200
-116.54,33.81,6814,124100
-116.54,33.81,6087,199400
-116.49,33.8,8789,148900
-116.54,33.8,6050,183900
-116.57,33.76,2616,301600
-116.5,33.69,4810,248100
-116.54,33.79,9374,235600
-116.53,33.78,2547,220500
-116.53,33.88,4423,125200
-116.48,33.84,5480,137500
-116.48,33.79,9425,145200
-116.47,33.84,9169,142500
-116.46,33.82,4863,104200
-116.47,33.81,10105,90900
-116.46,33.79,6960,136400
-116.43,33.81,6710,115100
-116.42,33.79,7095,285000
-116.43,33.78,4293,232100
-116.45,33.78,5228,134600
-116.42,33.76,16921,341700
-116.4,33.78,3059,259200
-116.45,33.8,5534,99100
-116.36,33.78,24121,239300
-116.38,33.74,17579,194500
-116.33,33.75,19107,158500
-116.31,33.73,12467,131900
-116.46,33.78,1137,55000
-116.46,33.78,2565,83000
-116.47,33.77,4300,122500
-116.47,33.78,1781,113600
-116.38,33.73,11836,134500
-116.37,33.72,8626,121300
-116.39,33.72,7646,128000
-116.38,33.71,12509,258100
-116.39,33.69,11659,238800
-116.37,33.72,6190,152300
-116.44,33.77,4872,97500
-116.43,33.75,2596,500001
-116.44,33.74,846,403300
-116.41,33.74,2475,168800
-116.41,33.74,4289,177800
-116.42,33.68,3895,138300
-116.37,33.69,8806,318100
-116.33,33.72,12327,353100
-116.29,33.67,5048,231300
-116.3,33.68,2387,137500
-116.31,33.67,2214,93400
-116.31,33.67,4686,91800
-116.31,33.66,4497,98000
-116.31,33.65,3079,102600
-116.26,33.72,9404,105800
-116.25,33.69,1664,92900
-116.22,33.7,3861,124700
-116.24,33.76,1961,96700
-116.29,33.74,12991,199300
-116.29,33.72,3584,167400
-116.25,33.81,880,67500
-116.25,33.75,278,50000
-116.24,33.72,5236,93400
-116.24,33.71,9033,95000
-116.24,33.73,2774,104100
-116.22,33.74,4120,69400
-116.21,33.75,894,68200
-116.21,33.72,2488,68900
-116.22,33.73,1695,68500
-116.23,33.73,1133,72100
-116.21,33.71,3114,82200
-116.22,33.72,826,58800
-116.2,33.7,2399,60600
-116.23,33.72,4981,76900
-116.23,33.71,4874,90000
-116.15,33.69,197,112500
-116.11,33.64,1273,84700
-116.15,33.64,1711,65400
-116.2,33.63,1152,96300
-116.21,33.66,1596,100900
-116.21,33.68,584,100000
-116.25,33.68,926,366700
-116.26,33.65,7437,382400
-116.17,33.53,1713,58600
-116.12,33.53,2421,100000
-116.01,33.51,2985,66400
-115.84,33.49,1660,68900
-116.16,33.68,1230,61400
-116.17,33.67,3585,65900
-116.17,33.66,639,47500
-116.19,33.67,1859,67500
-116.18,33.67,2888,66700
-116.18,33.69,89,155000
-116.19,33.69,5692,74000
-116.08,33.86,381,76100
-115.22,33.54,1706,53500
-114.67,33.92,97,27500
-115.58,33.88,1161,71700
-114.98,33.82,644,71300
-114.49,33.97,2809,87500
-114.65,33.6,1678,94900
-114.68,33.49,1491,44400
-114.56,33.69,720,85700
-114.57,33.64,1501,73400
-114.57,33.57,1454,65500
-114.57,33.52,173,45000
-114.59,33.61,4789,58400
-114.61,33.62,1187,61500
-114.6,33.62,3741,86500
-114.58,33.63,1387,74000
-114.62,33.62,18,275000
-114.58,33.61,2907,82400
-114.6,33.6,1988,62000
-121.43,38.58,5298,155700
-121.43,38.57,2507,163700
-121.42,38.57,1878,161400
-121.44,38.58,1806,147100
-121.43,38.57,2443,142000
-121.44,38.57,3080,164500
-121.44,38.58,2334,148800
-121.45,38.58,2314,153900
-121.45,38.57,1962,147900
-121.46,38.58,4408,181600
-121.46,38.58,1394,109800
-121.47,38.58,2092,115100
-121.47,38.58,3807,137500
-121.47,38.58,2035,109300
-121.48,38.58,576,94300
-121.48,38.58,2434,140600
-121.49,38.58,2151,90300
-121.48,38.59,1186,70500
-121.49,38.59,463,85000
-121.49,38.58,1000,168800
-121.5,38.58,761,162500
-121.5,38.58,4018,125000
-121.5,38.57,745,77500
-121.49,38.58,569,137500
-121.48,38.58,1823,137500
-121.48,38.57,2438,141700
-121.48,38.57,567,187500
-121.49,38.57,1334,93800
-121.49,38.57,2410,87900
-121.47,38.57,1360,150000
-121.47,38.57,3136,123900
-121.48,38.57,2809,114100
-121.47,38.57,438,200000
-121.47,38.57,3233,168100
-121.48,38.58,2501,157500
-121.45,38.57,2006,236100
-121.45,38.56,3170,233800
-121.46,38.56,1750,111800
-121.46,38.57,810,140000
-121.46,38.57,893,213200
-121.46,38.57,1917,158900
-121.46,38.57,1625,156700
-121.43,38.56,1105,131700
-121.44,38.56,2423,131900
-121.44,38.56,906,139400
-121.43,38.56,1533,125900
-121.43,38.56,1316,137800
-121.45,38.57,3994,232500
-121.45,38.56,3420,173800
-121.42,38.55,182,98900
-121.43,38.55,3514,100100
-121.45,38.55,3374,77600
-121.46,38.56,1878,122800
-121.45,38.56,1250,121200
-121.44,38.55,1698,97000
-121.47,38.56,889,85600
-121.46,38.56,907,104000
-121.46,38.55,3126,84100
-121.46,38.55,2094,68500
-121.47,38.55,1091,65400
-121.47,38.56,1532,85900
-121.47,38.56,2083,95800
-121.47,38.56,1986,88100
-121.48,38.56,1151,113600
-121.48,38.56,1476,134700
-121.48,38.57,1145,114300
-121.49,38.56,900,87500
-121.49,38.56,1521,86900
-121.49,38.57,1492,108800
-121.5,38.57,1124,94600
-121.5,38.57,1375,87500
-121.51,38.57,613,93800
-121.5,38.57,858,80000
-121.5,38.56,2646,123100
-121.51,38.56,1048,137500
-121.51,38.55,3032,137900
-121.51,38.55,1485,137200
-121.49,38.56,1844,103500
-121.49,38.55,2515,151100
-121.5,38.55,2784,209800
-121.49,38.56,1777,137800
-121.49,38.54,2313,123000
-121.5,38.54,1145,405800
-121.49,38.55,4280,224100
-121.5,38.55,4094,236800
-121.5,38.54,1167,179800
-121.48,38.55,2508,228700
-121.48,38.55,2037,162500
-121.48,38.56,1587,94300
-121.48,38.55,1684,175000
-121.48,38.55,2216,191900
-121.48,38.56,814,125000
-121.47,38.55,968,65400
-121.47,38.55,1303,55800
-121.47,38.54,2085,56700
-121.47,38.55,979,67000
-121.47,38.55,1384,94600
-121.45,38.54,1159,56000
-121.45,38.54,1278,58300
-121.46,38.54,1001,58200
-121.46,38.55,2077,57000
-121.42,38.54,1407,108000
-121.43,38.54,2084,92700
-121.43,38.54,1879,101500
-121.44,38.54,2570,92400
-121.45,38.54,3421,86600
-121.42,38.54,2525,87600
-121.42,38.54,2358,94300
-121.43,38.54,3321,101300
-121.44,38.54,2855,93600
-121.44,38.54,2518,75700
-121.41,38.53,2061,79000
-121.41,38.53,1058,72100
-121.42,38.53,1958,71200
-121.42,38.53,1581,71800
-121.43,38.53,1488,82700
-121.43,38.53,2430,81900
-121.44,38.53,1951,80600
-121.41,38.52,3087,66800
-121.42,38.51,3249,87800
-121.42,38.52,2828,72600
-121.43,38.52,2089,72100
-121.43,38.52,3657,78300
-121.44,38.52,2080,76600
-121.5,38.53,3184,192000
-121.5,38.53,3642,114300
-121.51,38.53,1613,191900
-121.51,38.53,2603,216600
-121.5,38.52,2008,59100
-121.51,38.51,2918,171300
-121.51,38.51,1595,251600
-121.51,38.52,3236,181400
-121.48,38.53,1451,101600
-121.49,38.53,2966,130600
-121.49,38.54,1655,78400
-121.48,38.53,1378,103900
-121.48,38.52,1824,96400
-121.49,38.52,1902,96800
-121.49,38.53,1468,124200
-121.48,38.54,3364,73500
-121.48,38.53,1704,62300
-121.47,38.54,2099,52500
-121.47,38.53,3215,54400
-121.47,38.53,543,65400
-121.49,38.51,700,152900
-121.49,38.5,2364,84500
-121.49,38.5,1715,87900
-121.5,38.5,2049,98500
-121.49,38.51,3166,79500
-121.51,38.54,2815,164800
-121.52,38.53,3089,160300
-121.52,38.53,3377,171200
-121.52,38.51,6876,156900
-121.51,38.49,4426,158300
-121.51,38.5,4719,180200
-121.55,38.51,5490,216800
-121.55,38.5,4868,204600
-121.54,38.5,6093,183600
-121.54,38.51,8482,217900
-121.53,38.5,3087,216800
-121.53,38.51,6132,178900
-121.52,38.5,4900,184400
-121.53,38.48,27870,212200
-121.52,38.49,3344,152800
-121.54,38.49,9104,174500
-121.48,38.52,2561,95800
-121.48,38.51,979,72300
-121.48,38.5,2679,70300
-121.49,38.49,1557,77700
-121.5,38.49,3606,78200
-121.5,38.49,4013,83400
-121.48,38.49,3165,78600
-121.49,38.49,4629,74600
-121.47,38.49,3595,78800
-121.47,38.48,2969,76200
-121.49,38.47,6121,68000
-121.47,38.48,2359,67300
-121.45,38.54,1865,60500
-121.45,38.53,1746,69900
-121.45,38.53,1893,75400
-121.45,38.53,1717,87000
-121.46,38.54,1453,63900
-121.46,38.53,2745,65400
-121.46,38.54,1825,55700
-121.47,38.52,2177,66800
-121.46,38.51,2123,110000
-121.45,38.5,3033,99500
-121.47,38.5,1895,137500
-121.47,38.51,20,80000
-121.47,38.52,2316,60400
-121.44,38.52,3446,69700
-121.45,38.51,4221,75900
-121.45,38.52,1705,71200
-121.45,38.52,1477,70300
-121.46,38.52,3873,72100
-121.46,38.51,2437,84100
-121.46,38.52,1279,65600
-121.44,38.51,7212,82400
-121.44,38.5,2527,96800
-121.44,38.5,2033,97500
-121.42,38.51,7901,90400
-121.42,38.5,7740,87900
-121.46,38.49,10211,107900
-121.45,38.49,3573,109800
-121.44,38.49,4297,109300
-121.45,38.48,2780,103100
-121.43,38.48,4602,90500
-121.44,38.48,4929,109800
-121.45,38.48,1766,98700
-121.46,38.48,3593,93100
-121.42,38.49,13180,103000
-121.42,38.48,7880,116000
-121.4,38.49,7290,106300
-121.38,38.49,8537,108900
-121.39,38.51,1808,92000
-121.42,38.56,2066,55000
-121.39,38.56,8507,137400
-121.38,38.55,2790,133700
-121.38,38.55,1532,130900
-121.39,38.55,2171,126200
-121.39,38.55,1734,154300
-121.4,38.55,2697,142500
-121.41,38.55,2534,156300
-121.4,38.55,2497,142400
-121.4,38.53,152,67500
-121.48,38.59,987,82100
-121.5,38.59,88,67500
-121.44,38.6,2987,137500
-121.41,38.56,7228,179500
-121.37,38.57,4899,387000
-121.39,38.57,2648,338700
-121.4,38.57,2022,297600
-121.41,38.57,4429,190700
-121.4,38.56,2623,327800
-121.42,38.6,3713,89600
-121.42,38.6,1166,102800
-121.42,38.6,1327,111400
-121.43,38.61,2289,95700
-121.44,38.61,172,55000
-121.41,38.61,3099,105500
-121.41,38.6,5407,104200
-121.41,38.59,5527,114500
-121.41,38.59,12355,99100
-121.41,38.58,6955,141400
-121.39,38.61,2396,136600
-121.39,38.6,5773,118800
-121.4,38.61,1994,136400
-121.38,38.59,1239,103000
-121.39,38.59,2091,108100
-121.39,38.59,1151,113600
-121.4,38.59,2228,124600
-121.4,38.59,2614,156800
-121.38,38.59,2253,98700
-121.39,38.58,2019,93400
-121.39,38.58,2577,448300
-121.37,38.6,3137,136800
-121.37,38.6,1119,283300
-121.38,38.6,1249,446400
-121.38,38.61,2888,148600
-121.37,38.59,2523,207800
-121.37,38.58,2839,280400
-121.38,38.58,2968,191700
-121.38,38.59,1839,189400
-121.37,38.59,2388,194100
-121.35,38.61,3900,115700
-121.35,38.6,4314,170100
-121.36,38.6,1930,133000
-121.36,38.6,1275,133600
-121.36,38.61,2355,144100
-121.35,38.59,1285,265700
-121.36,38.59,3303,225700
-121.36,38.58,3196,344000
-121.35,38.58,2992,320200
-121.34,38.58,1631,267200
-121.34,38.59,2912,225900
-121.34,38.59,3273,380000
-121.36,38.64,6540,175200
-121.36,38.63,6119,146400
-121.35,38.62,4175,164000
-121.35,38.61,4916,134100
-121.36,38.61,2191,159500
-121.36,38.62,2447,133000
-121.36,38.63,2619,164500
-121.37,38.64,322,139300
-121.38,38.64,4563,143400
-121.37,38.63,3658,120700
-121.37,38.63,494,141100
-121.37,38.63,5996,151800
-121.37,38.62,1743,166100
-121.38,38.62,2352,116500
-121.38,38.62,774,115300
-121.37,38.62,1077,115600
-121.37,38.61,945,127100
-121.37,38.61,823,114100
-121.38,38.61,2375,126900
-121.39,38.63,2930,118900
-121.39,38.63,1226,150400
-121.39,38.61,2024,156900
-121.39,38.62,5693,170500
-121.39,38.62,2696,160900
-121.4,38.63,3626,130400
-121.4,38.63,1540,98700
-121.4,38.62,3671,113200
-121.4,38.61,3512,118800
-121.41,38.62,3260,97500
-121.42,38.62,3171,88600
-121.42,38.61,1126,84400
-121.43,38.61,1134,65200
-121.42,38.62,1087,64900
-121.42,38.63,1385,78000
-121.43,38.63,1009,67000
-121.42,38.63,2217,73100
-121.43,38.62,1765,73000
-121.44,38.61,1404,63300
-121.41,38.64,1578,66800
-121.41,38.64,1384,64400
-121.42,38.64,1720,60500
-121.42,38.64,1728,58500
-121.42,38.65,2274,49800
-121.43,38.65,909,77400
-121.43,38.64,2010,65900
-121.44,38.64,1756,70500
-121.44,38.64,1678,62100
-121.44,38.65,1219,122200
-121.44,38.63,1673,62200
-121.44,38.63,1077,55900
-121.44,38.63,1402,71000
-121.44,38.62,1607,64700
-121.44,38.62,3009,61000
-121.45,38.65,2680,110000
-121.46,38.65,3746,103400
-121.46,38.65,3167,92600
-121.45,38.64,1481,60600
-121.46,38.64,1517,67000
-121.46,38.63,3185,67600
-121.45,38.63,1246,51700
-121.45,38.62,1534,59800
-121.45,38.62,2419,63100
-121.45,38.61,2436,81400
-121.46,38.61,705,60900
-121.46,38.62,3326,60900
-121.44,38.61,1591,70100
-121.45,38.6,2324,158900
-121.45,38.61,1758,70000
-121.46,38.61,1111,66300
-121.46,38.6,1978,135600
-121.45,38.61,438,67500
-121.47,38.63,2197,69300
-121.47,38.61,1072,65800
-121.47,38.61,1372,67500
-121.52,38.65,1269,331300
-121.53,38.61,8149,178800
-121.49,38.63,12197,129300
-121.5,38.62,16679,134500
-121.5,38.61,1395,225000
-121.5,38.63,693,117000
-121.49,38.62,15309,129700
-121.49,38.61,4391,105300
-121.48,38.62,7709,96600
-121.48,38.61,1511,89400
-121.51,38.69,800,108600
-121.59,38.69,541,383300
-121.42,38.72,3054,91900
-121.44,38.73,1287,135500
-121.47,38.72,1708,99800
-121.44,38.71,2336,101200
-121.42,38.7,2562,96200
-121.45,38.7,2159,90400
-121.46,38.7,965,93900
-121.43,38.69,927,96200
-121.44,38.68,2476,94400
-121.42,38.68,2118,112200
-121.41,38.69,1601,105200
-121.44,38.69,3124,94900
-121.45,38.69,2962,89200
-121.46,38.68,1299,103000
-121.47,38.68,946,97300
-121.46,38.69,3335,96800
-121.47,38.7,1007,91300
-121.43,38.66,1814,81100
-121.46,38.66,3438,120500
-121.4,38.66,880,112500
-121.37,38.69,2103,87000
-121.37,38.68,1086,84200
-121.38,38.68,1643,84200
-121.37,38.68,1775,83400
-121.37,38.69,1851,84000
-121.38,38.69,2943,84400
-121.39,38.69,300,108300
-121.37,38.69,1093,80200
-121.37,38.68,3757,88200
-121.37,38.68,1620,72900
-121.38,38.68,1565,77000
-121.38,38.68,67,93800
-121.37,38.67,1354,78800
-121.37,38.67,1786,72700
-121.38,38.67,2176,78400
-121.38,38.67,1001,73400
-121.39,38.67,562,112500
-121.37,38.7,3938,95000
-121.38,38.7,3919,89500
-121.39,38.69,2897,88400
-121.37,38.7,2230,88200
-121.34,38.69,2686,112700
-121.34,38.69,1968,114300
-121.35,38.68,7085,120000
-121.35,38.68,7923,98600
-121.35,38.72,21897,151300
-121.38,38.71,4842,133000
-121.4,38.71,4680,107000
-121.36,38.69,6850,93300
-121.35,38.7,14414,129600
-121.36,38.67,2770,82500
-121.36,38.67,5819,116600
-121.37,38.66,3184,86000
-121.36,38.66,2878,96500
-121.37,38.66,4866,103300
